"EEC_MEASURE";"UNIT_MEASURE";"PCS";"SEX";"AGE";"EMPFORM";"EMPSTA";"EDUC";"IMMI";"WKTIME";"ACTIVITY";"UNDEREMP";"UNEMPDUR";"COMPOHALO";"OBS_STATUS";"TIME_PERIOD";"OBS_VALUE"
"POP";"_Z";"_T";"_T";"Y25T29";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;435.3
"PT_EDUC_IN_POP";"PT";"_T";"F";"Y25T49";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;15.7
"EMP";"_Z";"35";"M";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;116.8
"PT_AGE_IN_EMP_BY_PCS";"PT";"3_NP";"F";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.8
"EMP";"_Z";"69";"M";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;8.8
"EMP";"_Z";"21";"M";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;110.1
"EMP";"_Z";"55";"M";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;66.9
"EMP";"_Z";"38";"M";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;75.1
"PT_AGE_IN_EMP_BY_PCS";"PT";"33";"_T";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;9.6
"PT_AGE_IN_EMP_BY_PCS";"PT";"44";"_T";"Y20T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0
"EMP";"_Z";"40";"F";"Y30T34";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;462.4
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"GTI";"_T";"_T";"_T";"A";2024;32.2
"EMP";"_Z";"_T";"M";"Y_GE15";"22";"1_BIT";"_T";"_T";"_T";"J";"_T";"_T";"_T";"A";2024;21.7
"EMP";"_Z";"_T";"_T";"Y_GE15";"211";"1_BIT";"_T";"_T";"_T";"_X";"_T";"_T";"_T";"A";2024;317.2
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"23T25";"1_BIT";"_T";"_T";"_T";"OTQ";"_T";"_T";"_T";"A";2024;0.5
"EMP";"_Z";"_T";"_T";"Y15T74";"_T";"1_BIT";"_T";"21";"_T";"BTE";"_T";"_T";"_T";"A";2024;301.4
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"F";"_T";"_T";"_T";"A";2024;1.2
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"C24_25";"_T";"_T";"_T";"A";2024;0.7
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"S";"_T";"_T";"_T";"A";2024;2.4
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"O";"_T";"_T";"_T";"A";2024;25.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"67";"M";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;7.9
"PT_AGE_IN_EMP_BY_PCS";"PT";"6_NP";"M";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;5.5
"PT_AGE_IN_EMP_BY_PCS";"PT";"10";"M";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;34.7
"PT_AGE_IN_EMP_BY_PCS";"PT";"3_NP";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;70.3
"EMP";"_Z";"30";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"T";"_T";"_T";"_T";"A";2024;0
"PT_AGE_IN_EMP_BY_PCS";"PT";"23";"M";"Y20T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"20";"M";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;36.1
"PT_AGE_IN_EMP_BY_PCS";"PT";"40";"M";"Y30T34";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;5.7
"EMP";"_Z";"_X";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"G";"_T";"_T";"_T";"A";2024;9.5
"PT_WKTIME_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"PT";"B";"_T";"_T";"_T";"A";2024;3.8
"PT_WKTIME_IN_EMP_BY_PCS";"PT";"37";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"PT";"_T";"_T";"_T";"_T";"A";2024;1
"EMP";"_Z";"43";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;1355.8
"EMP";"_Z";"45";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;172.8
"PT_WKTIME_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"PT";"J58T60";"_T";"_T";"_T";"A";2024;8
"EMP";"_Z";"_T";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"PT";"TER";"_T";"_T";"_T";"A";2024;3446.6
"PT_WKTIME_IN_EMP_BY_EMPFORM";"PT";"_T";"M";"Y_GE15";"211";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;47.1
"EMP";"_Z";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"C24_25";"_T";"_T";"_T";"A";2024;432.9
"PT_WKTIME_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"J";"_T";"_T";"_T";"A";2024;100
"UNEMP";"_Z";"_T";"M";"Y_GE15";"_T";"2_BIT";"3A";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;243.3
"EMP";"_Z";"54";"F";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;396
"UNEMPRATE";"PT";"45";"_T";"Y_GE15";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;2.6
"EMP";"_Z";"3_NP";"_T";"Y15T19";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0
"UNEMPB";"_Z";"_T";"F";"Y25T49";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"VLT";"_T";"A";2024;58.7
"EMP";"_Z";"_X";"_T";"Y55T59";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;26.6
"UNEMP";"_Z";"_T";"M";"Y65T69";"_T";"2_BIT";"_T";"21";"_T";"_T";"_T";"_T";"_T";"A";2024;1.8
"EMP";"_Z";"56";"F";"Y15T19";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;61.5
"UNEMPRATE";"PT";"47";"M";"Y_GE15";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3.7
"EMPRATE";"PT";"_T";"M";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;81.2
"PT_EMPSTA_IN_POP";"PT";"_T";"M";"Y25";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;40.2
"POP";"_Z";"_T";"F";"Y50";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;19
"POP";"_Z";"_T";"_T";"Y_GE60";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;142.8
"POP";"_Z";"_T";"_T";"Y29";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;794.9
"POP";"_Z";"_T";"F";"Y60T64";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1216.4
"EMPRATE";"PT";"_T";"F";"Y35T39";"_T";"1_BIT";"3A";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;74.6
"POP";"_Z";"_T";"_T";"Y50T59";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;8848.5
"PT_EMPSTA_IN_POP";"PT";"_T";"M";"Y44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;42.1
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"40";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;13.3
"EMP";"_Z";"_T";"M";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"J62_63";"_T";"_T";"_T";"A";2024;35.3
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"40";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"G";"_T";"_T";"_T";"A";2024;13.1
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"_X";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C24_25";"_T";"_T";"_T";"A";2024;0.1
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"60";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C20";"_T";"_T";"_T";"A";2024;22.6
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"20";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"K";"_T";"_T";"_T";"A";2024;1.3
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"J58T60";"_T";"_T";"_T";"A";2024;39.6
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"30";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_X";"_T";"_T";"_T";"A";2024;11.6
"EMPSAL";"_Z";"_T";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;12634.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"45";"_T";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;52.8
"PT_AGE_IN_EMP_BY_PCS";"PT";"10";"_T";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;7.6
"PT_AGE_IN_EMP_BY_PCS";"PT";"53";"F";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.9
"PT_AGE_IN_EMP_BY_PCS";"PT";"4_NP";"_T";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;12.4
"EMP";"_Z";"33";"F";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;12.2
"PT_AGE_IN_EMP_BY_PCS";"PT";"56";"F";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;35.2
"EMP";"_Z";"10";"F";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.6
"PT_AGE_IN_EMP_BY_PCS";"PT";"38";"_T";"Y50T54";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;12.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"_T";"F";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;28.2
"PT_EDUC_IN_POP";"PT";"_T";"M";"Y15T19";"_T";"_T";"3A";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;4.2
"PT_EDUC_IN_POP";"PT";"_T";"_T";"Y25T29";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;11.7
"PT_EDUC_IN_POP";"PT";"_T";"_T";"Y65T69";"_T";"_T";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;32.5
"PT_EDUC_IN_POP";"PT";"_T";"_T";"Y65T89";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;100
"POP";"_Z";"_T";"_T";"Y15T89";"_T";"3_BIT";"3_X_353";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3934.8
"PT_EDUC_IN_POP";"PT";"_T";"M";"Y55T59";"_T";"_T";"3A";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;34.2
"UNDEREMP";"_Z";"6_NP";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.9
"PT_EDUC_EMPSTA_IN_POP_BY_AGE";"PT";"_T";"_T";"Y25T49";"_T";"3_BIT";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.9
"PT_EDUC_IN_POP";"PT";"_T";"_T";"Y25T49";"_T";"_T";"3A";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;16
"PT_AGE_IN_EMP_BY_PCS";"PT";"43";"M";"Y15T19";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.3
"PT_AGE_IN_EMP_BY_PCS";"PT";"23";"F";"Y60T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.3
"EMP";"_Z";"20";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"J62_63";"_T";"_T";"_T";"A";2024;1.7
"EMP";"_Z";"50";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"J61";"_T";"_T";"_T";"A";2024;2.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"38";"M";"Y30T34";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;10.5
"EMP";"_Z";"10";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"M73T75";"_T";"_T";"_T";"A";2024;0
"EMP";"_Z";"60";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"E";"_T";"_T";"_T";"A";2024;103.6
"EMP";"_Z";"30";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"Q86";"_T";"_T";"_T";"A";2024;234.6
"EMP";"_Z";"50";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C10T12";"_T";"_T";"_T";"A";2024;16
"ACTPOP";"_Z";"_T";"F";"Y50T64";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;830.3
"ACTPOP";"_Z";"_T";"_T";"Y15T19";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;6
"EMP";"_Z";"_T";"_T";"Y_GE15";"211";"1_BIT";"_T";"_T";"_T";"RTU";"_T";"_T";"_T";"A";2024;906
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"O";"_T";"_T";"_T";"A";2024;17.8
"ACTPOP";"_Z";"_T";"M";"Y50T64";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;636.7
"ACTPOP";"_Z";"_T";"M";"Y30T34";"_T";"_T";"_T";"21";"_T";"_T";"_T";"_T";"_T";"A";2024;196.5
"ACTRATE";"PT";"_T";"_T";"Y60T64";"_T";"_T";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;36.8
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE15";"26";"1_BIT";"_T";"_T";"_T";"GTI";"_T";"_T";"_T";"A";2024;0.7
"ACTPOP";"_Z";"_T";"M";"Y25T49";"_T";"_T";"3_X_353";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;2058.5
"PT_EMPSTA_IN_POP";"PT";"_T";"F";"Y30T34";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;51.2
"POP";"_Z";"_T";"_T";"Y30T34";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;252.7
"PT_EMPSTA_IN_POP";"PT";"_T";"M";"Y40T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;42.8
"POP";"_Z";"_T";"F";"Y15";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;400.6
"EMPRATE";"PT";"_T";"F";"Y40T44";"_T";"1_BIT";"6T8";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;89
"POP";"_Z";"_T";"_T";"Y42";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;43.9
"EMPRATE";"PT";"_T";"_T";"Y35T39";"_T";"1_BIT";"_T";"22";"_T";"_T";"_T";"_T";"_T";"A";2024;87.9
"PT_EMPSTA_IN_POP";"PT";"_T";"F";"Y15";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;44.7
"PT_EMPSTA_IN_POP";"PT";"_T";"M";"Y32";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3.7
"EMP";"_Z";"48";"_T";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;347.2
"EMP";"_Z";"68";"F";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;28.2
"EMP";"_Z";"53";"F";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;12.7
"EMP";"_Z";"65";"_T";"Y45T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;50.3
"EMP";"_Z";"3_NP";"_T";"Y60T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.6
"UNEMP";"_Z";"47";"_T";"Y_GE15";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;57.1
"UNEMP";"_Z";"_T";"_T";"Y55T59";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;164.3
"UNEMP";"_Z";"_T";"_T";"Y45T49";"_T";"2_BIT";"_T";"22";"_T";"_T";"_T";"_T";"_T";"A";2024;96.5
"UNEMPB";"_Z";"_T";"_T";"Y15T19";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"LT";"_T";"A";2024;9.8
"PTNIGHT";"PT";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"RTU";"_T";"_T";"_T";"A";2024;8.4
"EMP";"_Z";"_T";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"K";"_T";"_T";"_T";"A";2024;440.4
"PTSUNDAY";"PT";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"TER";"_T";"_T";"_T";"A";2024;26.1
"EMP";"_Z";"38";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"PT";"_T";"_T";"_T";"_T";"A";2024;58.6
"PT_WKTIME_IN_EMP_BY_PCS";"PT";"40";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"PT";"_T";"_T";"_T";"_T";"A";2024;11
"PTSATURDAY";"PT";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"J";"_T";"_T";"_T";"A";2024;25.8
"PT_WKTIME_IN_EMP_BY_PCS";"PT";"62";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;100
"PT_WKTIME_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;100
"EMP";"_Z";"65";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;50.6
"EMP";"_Z";"67";"M";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;136.9
"EMP";"_Z";"42";"M";"Y45T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;47.5
"PT_AGE_IN_EMP_BY_PCS";"PT";"67";"F";"Y60T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.5
"EMP";"_Z";"33";"F";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;116.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"42";"F";"Y45T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;9.2
"PT_AGE_IN_EMP_BY_PCS";"PT";"37";"_T";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.7
"EMP";"_Z";"45";"M";"Y45T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;27.1
"EMP";"_Z";"33";"M";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;7.6
"PT_AGE_IN_EMP_BY_PCS";"PT";"69";"_T";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;20.9
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"10";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"Q86";"_T";"_T";"_T";"A";2024;0
"EMP";"_Z";"_T";"_T";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"R";"_T";"_T";"_T";"A";2024;168.1
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"M69T71";"_T";"_T";"_T";"A";2024;0.7
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"30";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"OTQ";"_T";"_T";"_T";"A";2024;11.7
"EMP";"_Z";"_T";"F";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"I";"_T";"_T";"_T";"A";2024;121.1
"EMP";"_Z";"_T";"_T";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"S";"_T";"_T";"_T";"A";2024;20.9
"EMP";"_Z";"_T";"F";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"C26";"_T";"_T";"_T";"A";2024;0.2
"EMP";"_Z";"_T";"F";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"M_N";"_T";"_T";"_T";"A";2024;27.8
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"50";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"M69T71";"_T";"_T";"_T";"A";2024;2.2
"PT_AGE_IN_EMP_BY_PCS";"PT";"30";"M";"Y15T19";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0
"EMP";"_Z";"20";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"RTU";"_T";"_T";"_T";"A";2024;195
"EMP";"_Z";"_T";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"R";"_T";"_T";"_T";"A";2024;314.4
"EMP";"_Z";"40";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C20";"_T";"_T";"_T";"A";2024;23.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"50";"M";"Y55T59";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;2.3
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"50";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"R";"_T";"_T";"_T";"A";2024;17.8
"EMP";"_Z";"_X";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"J";"_T";"_T";"_T";"A";2024;6.6
"EMP";"_Z";"40";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"B";"_T";"_T";"_T";"A";2024;5
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"60";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"RTU";"_T";"_T";"_T";"A";2024;6.9
"POP";"_Z";"_T";"F";"Y20T24";"_T";"_T";"3_X_353";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;887
"POP";"_Z";"_T";"F";"Y15T89";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3567.4
"POP";"_Z";"_T";"F";"Y25T29";"_T";"_T";"6T8";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;857.5
"POP";"_Z";"_T";"M";"Y55T59";"_T";"_T";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;482.8
"UNDEREMP";"_Z";"56";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;259.5
"PT_EDUC_EMPSTA_IN_POP_BY_AGE";"PT";"_T";"F";"Y50T64";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;30.2
"POP";"_Z";"_T";"_T";"Y65T89";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;20.7
"POP";"_Z";"_T";"M";"Y25T49";"_T";"3_BIT";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;255.6
"PT_EDUC_IN_POP";"PT";"_T";"M";"Y20T24";"_T";"_T";"3A";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;10.2
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE15";"22";"1_BIT";"_T";"_T";"_T";"F";"_T";"_T";"_T";"A";2024;0.5
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE15";"22";"1_BIT";"_T";"_T";"_T";"TER";"_T";"_T";"_T";"A";2024;5.4
"ACTPOP";"_Z";"_T";"_T";"Y50T64";"_T";"_T";"_T";"21";"_T";"_T";"_T";"_T";"_T";"A";2024;690.2
"HALO";"_Z";"_T";"_T";"Y_GE15";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"2";"A";2024;695.6
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"T";"_T";"_T";"_T";"A";2024;0.7
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"E";"_T";"_T";"_T";"A";2024;28.5
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"_X";"_T";"_T";"_T";"A";2024;2
